material_id,formula,band_gap,density,energy_per_atom,formation_energy_per_atom,volume
mp-1342607,MgMoO3,0.067899999999999,4.990059310663976,-7.832319317999999,-2.368318689999999,223.9447580855496
mp-675651,MgPS3,2.7986,2.303994842602907,-4.944037279999999,-1.052409944428569,218.3408527787415
mp-30943,MgPSe3,2.0382,3.88560064823108,-4.388379354,-0.8816437593348211,249.71224882379616
mp-769322,MgSO3,4.9221,2.712901206739214,-6.396531487,-2.2741813385,511.06165747636624
mp-769347,MgSO3,5.0797,2.792015009862193,-6.380499914,-2.2581497655,248.290174370196
mp-769397,MgSO3,5.009399999999999,2.839734892336902,-6.405517005000001,-2.2831668565,366.1767312400818
mp-1342178,MgSbO3,0.5657000000000001,5.251981473191789,-6.294361626500001,-2.1736907725,245.4308162618618
mp-1347225,MgSbO3,1.997199999999999,5.263511708376719,-6.334188657499999,-2.213517803499999,244.8931761482044
mp-1232175,MgScS3,0.080099999999999,2.281295228076674,-5.549591523,-1.474565071499999,240.86843499652247
mp-12271,MgSeO3,4.0013,4.425838297097966,-6.018788838000003,-2.024735936468753,227.0109625140416
mp-1016928,MgSiO3,2.9292,3.798717709629779,-7.143716374,-2.763782162,43.8830602686278
mp-1020115,MgSiO3,4.7633,3.028080834974024,-7.598188193,-3.218253981,880.8185370473699
mp-1020117,MgSiO3,4.7652,2.99287976023703,-7.59981809975,-3.21988388775,891.1783782826484
mp-1020118,MgSiO3,4.800600000000001,3.133463698335612,-7.592485359875001,-3.212551147875,851.1953505444209
mp-1020123,MgSiO3,4.6316,3.052970790018315,-7.5903141325,-3.210379920499999,873.6374877360022
mp-1020124,MgSiO3,4.8602,3.04868456115695,-7.600779998,-3.220845786,874.8657585325333
mp-1020125,MgSiO3,4.831,2.997791369517442,-7.59980997875,-3.219875766749999,889.7182633334282
mp-1020361,MgSiO3,4.7926,3.004147518035803,-7.600457427249999,-3.220523215249999,887.8358053691328
mp-1180468,MgSiO3,0.4428,2.07364730205721,-5.944687071500001,-1.5647528595,321.5577847395927
mp-1180703,MgSiO3,2.2265,3.065839292845121,-7.208485609999999,-2.828551397999999,217.49262407096256
mp-1181528,MgSiO3,3.050099999999999,2.580160385392563,-7.3105009675,-2.9305667555,516.8651038561686
mp-1182302,MgSiO3,3.273199999999999,2.671993516096853,-7.316306207249999,-2.93637199525,499.1010859598058
mp-1195746,MgSiO3,4.4998000000000005,3.054979234486786,-7.58934849275,-3.20941428075,436.5315647670951
mp-1196002,MgSiO3,4.5845,3.043437574694401,-7.594132940874999,-3.214198728874999,876.3740558702989
mp-1199778,MgSiO3,4.6372,2.984943609827008,-7.599094954250001,-3.21916074225,446.7738891853932
mp-1256030,MgSiO3,1.0261,3.156229793775328,-7.169120509,-2.789186296999999,422.5278109317631
mp-3470,MgSiO3,4.7797,3.217069600188835,-7.603293569250002,-3.223359357250002,414.5371506675578
mp-3547,MgSiO3,5.415499999999999,3.970648558474681,-7.393931073999999,-3.013996862,167.93161695400687
mp-4321,MgSiO3,4.5304,3.309471564110922,-7.591702607499999,-3.211768395499999,201.48154164904648
mp-4391,MgSiO3,4.642499999999999,3.959698965653851,-7.349852831,-2.969918619,84.1979956765026
mp-5026,MgSiO3,4.742100000000001,3.109610135512056,-7.602638963249999,-3.222704751249998,428.8623999297255
mp-530986,MgSiO3,4.6987,3.423695517262833,-7.50777940525,-3.127845193249999,1558.076480618438
mp-554137,MgSiO3,3.788599999999999,3.021422604296746,-7.50243952175,-3.12250530975,441.3797870132442
mp-556940,MgSiO3,3.937699999999999,2.978484282043063,-7.5017461325,-3.1218119205,895.4855821140897
mp-557803,MgSiO3,4.9148,3.177037384517528,-7.598332510000001,-3.218398298000001,419.7605203075135
mp-5834,MgSiO3,4.7002,3.080764037336584,-7.60310551825,-3.22317130625,865.7559289834046
mp-5924,MgSiO3,5.7928,3.671345043443368,-7.493899267000001,-3.113965055,90.81105492543924
mp-603907,MgSiO3,5.0422,3.429319202373175,-7.419682396499999,-3.039748184499999,194.44017702385625
mp-603930,MgSiO3,4.544399999999999,3.099698643643108,-7.601560761,-3.221626549,215.11685793979493
mp-642209,MgSiO3,1.4453,3.270574986890391,-7.161808967000001,-2.781874755,407.75547752521015
mp-642210,MgSiO3,4.308,2.466517580681851,-7.464681957000001,-3.084747745,540.679245915951
mp-642216,MgSiO3,5.1709,3.408932295766626,-7.485255032,-3.10532082,391.2060287080564
mp-642228,MgSiO3,3.1742,2.9725347365795702,-7.405008980124999,-3.025074768124999,897.2779016846998
mp-644879,MgSiO3,4.5951,3.154773368471996,-7.560144982500001,-3.1802107705,422.7228741338784
mp-657336,MgSiO3,2.5861,3.207417185465358,-7.321491688499999,-2.941557476499999,415.78466050652224
mp-657338,MgSiO3,4.3843,3.023802155026888,-7.477800413375,-3.097866201375,882.0648952475137
mp-772412,MgSiO3,4.953200000000001,3.410012884483659,-7.522253549625001,-3.142319337625,782.1641212147097
mp-1016820,MgSnO3,1.308399999999999,4.863389810713269,-5.963253124,-1.866468146999999,65.21888912494153
mp-1176491,MgSnO3,2.5629,5.608041580600432,-6.589533251000001,-2.492748274,113.11787770386655
mp-769348,MgSnO3,2.3909,5.562604010325774,-6.520117401999999,-2.423332424999999,228.0837393763739
mp-1016830,MgTiO3,1.909799999999999,3.517280185772856,-7.781427676,-2.907458666666667,56.73341366101276
mp-1345923,MgTiO3,2.3514,3.95355487598653,-8.153997927999999,-3.280028918666667,201.89153104024365
mp-3771,MgTiO3,3.529499999999999,3.892898936834596,-8.236905654999997,-3.362936645666665,102.5186191467851
mp-1210617,MgTlCl3,4.4363,4.527861565141662,-3.772317660999999,-1.862803554666668,491.4983577166352
mp-998739,MgTlF3,4.487,7.002339074670033,-5.024689225999998,-3.075989374666666,67.74716609914387
mp-1370061,MgVO3,0.6976000000000001,4.109948642226068,-7.7877612565,-2.6761094365,199.1778067480193
mp-27186,MgVO3,2.7895000000000003,2.9405875084614843,-7.880577794,-2.768925973999999,139.19166731988958
mp-1147661,MgVS3,0.4611,2.63064286357971,-5.789722837499999,-1.164408992999999,432.8756477405094
mp-1326513,MgWO3,2.438,7.484182255044539,-8.259686503000001,-2.373189851,227.32519104929565
mp-1017000,MgZrO3,1.0257,3.8453875714012353,-7.840343098,-2.835932366,70.61532784659279
mp-1333722,Mn13Fe11O32,0.4827,4.647198893103829,-8.267389961071428,-1.6493330991625612,657.6376534578762
mp-762538,Mn13Fe11O32,0.5327000000000001,4.657580146919481,-8.467912650357144,-1.849855788448276,656.1718486442347
mp-532236,Mn17Fe13O40,0.7313000000000001,4.619103089037007,-8.486992413857143,-1.861521329640394,826.8026540527798
mp-31239,Mn3(AgO2)4,0.6517000000000001,6.437336914968695,-6.453469400166667,-1.22403709153065,747.3269125382132
mp-704268,Mn3(AgO2)4,0.632599999999999,6.435950092798424,-6.4554612555,-1.226028946863984,2242.4638408934734
mp-705778,Mn3(AgO2)4,0.496399999999999,6.303014148052537,-6.433921216,-1.204488907363983,763.2531053604295
mp-1290512,Mn3Cr3O8,0.621699999999999,4.940919732312908,-9.113672616071428,-2.254467164199506,301.6628669522337
